Id,Entrega,Respostas,,,,,Certas,Erradas,Nota
a51568,20240510_115310_141003,1,1,1,1,1,5,0,20.0
a51570,20240508_132926_605896,1,1,1,1,1,5,0,20.0
a51573,,,,,
a51576,20240510_113821_962317,1,1,1,1,1,5,0,20.0
a51579,,,,,
a51581,20240508_133256_496928,0,1,0,0,0,1,4,0.0
a51586,20240508_131759_199329,1,1,1,1,1,5,0,20.0
a51587,20240510_121534_932482,1,1,1,1,1,5,0,20.0
a51589,20240510_113212_260655,0,0,1,0,1,2,3,0.0
a51597,20240509_124157_313863,1,1,1,1,1,5,0,20.0
a51598,20240510_115602_243442,0,0,0,0,0,0,5,0.0
a51606,20240510_114859_597343,1,1,1,1,1,5,0,20.0
a51609,20240510_115730_954547,1,1,1,1,1,5,0,20.0
a51625,20240509_115158_069583,1,1,1,1,1,5,0,20.0
a51628,,,,,
a51631,,,,,
a51635,20240508_133103_461965,1,1,1,1,1,5,0,20.0
a51666,,,,,
a51687,,,,,
a51692,20240508_131954_657624,1,1,1,1,1,5,0,20.0
a51694,20240510_113820_229914,1,1,1,1,1,5,0,20.0
a51696,20240510_114515_539235,1,1,1,1,1,5,0,20.0
a51706,20240510_114510_172759,1,1,1,1,1,5,0,20.0
a51707,20240508_134230_893018,1,1,1,1,1,5,0,20.0
a51710,20240509_124906_959705,1,1,1,1,1,5,0,20.0
a51719,20240510_123206_338307,1,1,1,1,1,5,0,20.0
a51728,20240510_111745_524696,1,1,1,1,1,5,0,20.0
a51736,20240510_114902_381991,1,1,1,1,1,5,0,20.0
a51742,20240510_120817_881168,1,1,1,1,1,5,0,20.0
a51743,20240510_114134_364321,1,1,1,1,1,5,0,20.0
a51783,20240510_120755_677187,1,1,1,1,1,5,0,20.0
a51788,20240510_121617_744954,1,1,1,1,1,5,0,20.0
a51789,20240510_122201_981045,1,1,1,1,1,5,0,20.0
a51793,,,,,
a51794,20240510_114253_975745,0,1,0,0,0,1,4,0.0
a51800,20240509_123112_957100,1,1,1,1,1,5,0,20.0
a51809,20240509_160927_009222,0,1,0,0,1,2,3,0.0
a51811,20240510_113400_968240,1,1,1,1,1,5,0,20.0
a51812,20240510_114128_620457,1,1,1,1,1,5,0,20.0
a51813,20240510_114935_656880,0,1,1,1,0,3,2,4.0
a51827,,,,,
a51829,20240509_121242_021617,1,1,1,1,1,5,0,20.0
a51864,20240510_115151_616703,1,1,1,1,1,5,0,20.0
a51878,20240510_120257_704975,1,1,1,1,1,5,0,20.0
a51879,20240509_122610_540494,1,1,1,1,1,5,0,20.0
a51888,20240509_124926_355988,1,1,1,1,1,5,0,20.0
a51945,20240508_133223_316542,1,1,1,1,1,5,0,20.0
a51959,20240508_132913_604609,1,1,1,1,1,5,0,20.0
a51987,,,,,
a51998,,,,,
a51999,20240509_115759_898226,1,1,1,1,1,5,0,20.0
a52046,20240508_130953_248076,1,1,1,1,1,5,0,20.0
a52057,20240510_122455_857858,1,,0,0,1,2,2,0.0
cleandro,,,,,

N. alunos,Entregas,% entregas,Média
115,81,70.435,17.136
